E006	1.0
E116	1.0
E066	0.447023809524
E059	0.436507936508
E009	0.333333333333
E012	0.333333333333
E100	0.310119047619
E107	0.2625
E108	0.2625
E088	0.252976190476
E110	0.247023809524
E077	0.247023809524
E094	0.205357142857
E080	0.2
E102	0.184523809524
E085	0.184523809524
E098	0.118055555556
E069	0.103174603175
E068	0.103174603175
E103	0.103174603175
E121	0.103174603175
E104	0.103174603175
E105	0.103174603175
E083	0.103174603175
E071	0.103174603175
E076	0.103174603175
E074	0.103174603175
E090	0.103174603175
E113	0.0625
E128	0.0625
E017	0.0625
E111	0.0625
E118	0.0625
E092	0.0625
E096	0.0625
E067	0.0555555555556
E082	0.0555555555556
E081	0.0555555555556
E087	0.0555555555556
E086	0.0555555555556
E120	0.047619047619
E023	0.047619047619
E089	0.047619047619
E078	0.047619047619
E073	0.047619047619
E095	0.047619047619
E097	0.047619047619
E057	0.0416666666667
E112	0.0416666666667
E044	0.0416666666667
E041	0.0416666666667
E040	0.0416666666667
E048	0.0416666666667
E045	0.0416666666667
E101	0.0416666666667
E043	0.0416666666667
E115	0.0416666666667
E038	0.0416666666667
E039	0.0416666666667
E037	0.0416666666667
E034	0.0416666666667
E031	0.0416666666667
E051	0.0416666666667
E047	0.0416666666667
E046	0.0416666666667
E042	0.0416666666667
